disaster_type,disaster_name,pcode,Completely damaged (abs.),Partly damaged (abs.),Total damaged houses (abs.),total_damage_houses_0p25weight,Partly damaged (rel.),Completely damaged (rel.),Total damaged houses (rel.),total_damage_houses_0p25weight_perc,ratio_comp_part,Total # of houses,Wind speed,Distance to typhoon,rainfall,distance_first_impact,Slope,Elevation,ruggedness_stdev,Ruggedness,slope_stdev,Predicted damage class (1-5),Population,land_area,Population density,Poverty incidence,% strong roof type,% strong wall type,% skilled Agriculture/Forestry/Fishermen,Region,prov,Experience,Bicol region
Typhoon,Rammasun,PH086015000,12,871,883,229.75,43.24190145,0.595755244,43.8376567,11.40623061,0.036068867,2014.25,40,132.8132212,252.8,182.8400065,1.521128124,8.620360825,9.226651876,9.488222611,1.812938118,,8055,39.9303,201.7257,0.4075,0.773325359,0.406100478,0.144346531,central,0,1.4,0
Typhoon,Rammasun,PH086016000,339,1878,2217,808.5,28.5107029,5.146500683,33.65720358,12.27417641,0.208280389,6587.000001,45.73225319,101.434775,294,131.6850016,6.341928727,65.65315765,23.36740367,34.67452858,4.979193309,,26352,153.8178,171.3194,0.3314,0.457494208,0.307610052,0.128928192,central,0,1.4,0
Typhoon,Rammasun,PH086017000,24,164,188,65,1.577264312,0.230819168,1.80808348,0.625135246,0.477568079,10397.75,40,161.8046316,244.2666667,207.6818542,4.505588641,36.30211159,21.78116403,24.90973888,4.526635354,,41589,299.3651,138.9241,0.4817,0.578500227,0.234594472,0.131831406,central,0,1.4,0
Typhoon,Rammasun,PH086018000,6,63,69,21.75,1.959107518,0.186581668,2.145689186,0.676358548,0.40099309,3215.75,48.09273908,122.2384556,254.4,136.5494461,14.31345814,133.3321269,36.01833744,68.95009506,7.77405726,,12864,36.4407,353.0121,0.4,0.550367647,0.475,0.163414445,central,0,1.4,0
Typhoon,Rammasun,PH086019000,31,97,128,55.25,4.815688221,1.53903438,6.354722601,2.742956435,0.436583648,2014.25,40,157.4364515,253.2,193.406928,9.913532828,82.36723338,29.35207195,51.08889042,6.47807595,,8059,33.0838,243.5931,0.4543,0.554224086,0.288196525,0.150428199,central,0,1.4,0
Typhoon,Rammasun,PH086020000,160,32,192,168,0.512163892,2.560819462,3.072983355,2.688860435,2.354784081,6247.999999,41.09045965,115.7304097,277.2,149.9750209,7.029873024,35.55027635,22.3415386,38.41839627,4.859980403,,24991,105.9651,235.8402,0.4749,0.526463437,0.436506452,0.180017606,central,0,1.4,0
Typhoon,Rammasun,PH086021000,251,1530,1781,633.5,21.67906482,3.556500177,25.235565,8.976266383,0.200912172,7057.5,40,151.9095017,251.6,194.3541606,4.021440707,34.52837197,16.94324566,22.47827642,3.543405707,,28233,160.4165,176.0026,0.4281,0.693420831,0.324078748,0.142082891,central,0,1.4,0
Typhoon,Rammasun,PH086022000,6,132,138,39,1.727918317,0.078541742,1.806460058,0.510521321,0.395371714,7639.250001,41.6088081,111.3113844,268.5333333,171.9750068,9.443161818,210.799668,29.07451636,49.85664789,6.305414709,,30545,629.8432,48.4979,0.3178,0.788687639,0.327454719,0.129233891,central,0,1.4,0
Typhoon,Rammasun,PH086025000,16,587,603,162.75,13.66387337,0.372439479,14.03631285,3.788407821,0.093593244,4296,43.62555787,104.9553057,279.6,148.5921593,7.554761855,147.2334048,27.87467338,41.4296493,5.870835999,,17198,328.7513,52.3129,0.4113,0.552173913,0.25942029,0.154096834,central,0,1.4,0
Typhoon,Rammasun,PH086026000,1,300,301,76,15.10383889,0.05034613,15.15418502,3.826305853,0.065223338,1986.25,41.24173657,110.5385582,288,142.9672993,3.932417156,18.08363449,17.85438471,22.07341517,3.759718382,,7949,40.5414,196.0634,0.3797,0.442116869,0.421168688,0.092636879,central,0,1.4,0
Typhoon,Rammasun,PH137606000,1,80,81,21,0.501253133,0.006265664,0.507518797,0.131578947,0.670283806,15960,70,53.02770743,295.2,373.1901178,0.596106155,7.367875648,1.964124305,4.412915382,0.343321122,,63838,1.8565,34384.3222,0.0241,0.987680131,0.860225491,0.001049499,metro luzon,0,1,0
Typhoon,Rammasun,PH174001000,18,440,458,128,3.215786589,0.131554906,3.347341495,0.935501553,0.268408963,13682.5,74.03722161,51.92839458,344.4,250.0808171,12.94367886,252.6850181,40.90157684,66.51437699,8.817344726,,54731,270.0138,202.6967,0.075,0.884287069,0.674992096,0.08010232,metro luzon,0,2.882352941,0
Typhoon,Rammasun,PH174002000,8,265,273,74.25,4.418876105,0.133400033,4.552276138,1.23811906,0.209157768,5997,70,64.38333786,363.36,242.7168325,12.46808917,251.1448771,42.55877824,62.20061825,8.702228755,,23997,89.6598,267.6468,0.2213,0.773026935,0.573554342,,metro luzon,0,2.882352941,0
Typhoon,Rammasun,PH174003000,9,289,298,81.25,3.319168485,0.103365109,3.422533594,0.93315723,0.255457761,8706.999999,70,60.50034334,381,252.7506256,11.46477944,177.8021139,39.88773938,59.13793679,8.441126205,,34839,116.0016,300.3354,0.1618,0.834562961,0.64386645,0.094205811,metro luzon,0,2.882352941,0
Typhoon,Rammasun,PH174004000,3,25,28,9.25,0.293746145,0.035249537,0.328995682,0.108686073,0.800195264,8510.749998,82.73992879,42.19780178,341.4,253.5212444,10.47808272,130.3202829,29.59493068,53.13014097,6.711995681,,34042,115.6453,294.3661,0.1052,0.898041124,0.684998175,0.064800399,metro luzon,0,2.882352941,0
Typhoon,Rammasun,PH174005000,1,12,13,4,0.085094313,0.007091193,0.092185506,0.028364771,0.928113972,14101.99994,84.38222396,40.64868481,281.0666667,238.3201681,8.069347096,144.6738672,28.15636688,40.00233525,6.292072811,,56406,282.499,199.6681,0.1266,0.909685175,0.640694267,0.104258261,metro luzon,0,2.882352941,0
Typhoon,Rammasun,PH175101000,6,134,140,39.5,1.71213186,0.076662621,1.78879448,0.504695586,0.39698019,7826.500001,59.0007435,78.73921307,258.5142857,378.7180204,16.47907424,479.5735099,47.20222034,82.19027962,9.734459378,,31308,691.6757,45.264,0.3229,0.544328462,0.47710508,0.142432761,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175102000,7,2120,2127,537,28.43156977,0.093877825,28.5254476,7.201770268,0.037166819,7456.499999,40,156.8611904,330.4,353.1039852,9.535688741,217.7198382,44.91491642,47.24556208,8.990639452,,29821,345.012,86.4347,0.3105,0.660547604,0.479004666,0.138235097,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175103000,3,10,13,5.5,0.395374123,0.118612237,0.51398636,0.217455768,0.801657576,2529.249998,74.78678223,50.01844778,421.2,431.275354,11.06497314,114.7750113,36.03548843,54.77950954,7.819686163,,10121,147.5099,68.6123,0.2225,0.621020497,0.690631808,0.194919443,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175104000,4,15,19,7.75,0.319098016,0.085092804,0.404190821,0.164867308,0.822602105,4700.749996,75.6103939,46.43040801,465.6,446.9267772,6.486972775,99.18814913,34.97458656,32.41918867,7.421881166,,18807,142.7699,131.7307,0.1475,0.719948298,0.78436019,0.126362814,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175105000,3,82,85,23.5,0.910706353,0.033318525,0.944024878,0.260995113,0.540804464,9003.999998,40,184.4818163,326.0571429,339.8360163,6.699180076,145.5097163,34.98742696,33.71351935,7.463015588,,36011,301.3284,119.5076,0.343,0.673477255,0.383705988,0.140493114,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175106000,2,67,69,18.75,0.623618383,0.018615474,0.642233857,0.17452007,0.627373701,10743.75,50,96.59755282,266.1,382.5509937,11.30831743,184.8429174,42.65025068,57.14097049,9.036320081,,42970,368.4332,116.6273,0.1753,0.804782082,0.668482647,0.084584061,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175107000,1,5,6,2.25,0.124804992,0.024960998,0.149765991,0.056162246,0.911234397,4006.24999,58.46150644,81.83249129,316.4307692,405.748576,14.23695878,353.6202791,35.68803042,69.24776081,7.950838425,,16027,606.3259,26.4313,0.2958,0.532031026,0.41281241,0.187893916,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175108000,6,136,142,40,1.421739017,0.06272378,1.484462797,0.418158534,0.438826716,9565.75,40,163.1298842,329.4857143,347.3393032,5.602276014,131.3490064,34.673338,28.28051678,7.147588611,,38260,351.0405,108.9902,0.3116,0.731070496,0.473059577,0.121684134,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175109000,3,394,397,101.5,1.894936815,0.014428453,1.909365268,0.488162657,0.350414713,20792.25,43.7942756,127.6721174,325.28,345.65362,17.81022767,682.9196378,60.0072396,90.15058891,11.81762806,,83171,2428.1471,34.2528,0.2803,0.700860716,0.498998538,0.13392009,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175110000,18,2501,2519,643.25,6.974830928,0.050198703,7.025029631,1.793906435,0.13168915,35857.5,40,172.7905116,322.24,342.3708681,7.880083824,217.2693799,38.1108469,38.66384964,8.12403381,,143431,706.4519,203.0297,0.2119,0.783537889,0.576264461,0.099637454,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175111000,3,19,22,7.75,0.202753175,0.032013659,0.234766834,0.082701953,0.858042765,9370.999994,49.99739405,106.9395134,290.7428571,365.0253836,15.41734335,414.7015609,52.58997082,77.30924399,10.98106288,,37486,792.8394,47.2806,0.352,0.54320432,0.50630063,0.114235407,metro luzon,0,2.157894737,0
Typhoon,Rammasun,PH175201000,5,127,132,36.75,1.365040978,0.053741771,1.418782749,0.395002015,0.445549054,9303.749999,56.01618581,83.56982532,253.9636364,350.214226,19.07572993,866.5686737,62.01688543,95.14860018,12.37117059,,37225,146.9011,253.4022,0.2276,0.713385063,0.610208535,0.111514174,metro luzon,0,2.304347826,0
Typhoon,Rammasun,PH175207000,2,16,18,6,0.117360131,0.014670016,0.132030147,0.044010049,0.908095777,13633.24999,40,158.7683296,300.96,316.8243411,12.41606474,388.1915026,37.05178615,61.26407355,8.13096958,,54521,527.1393,103.4281,0.3554,0.430697923,0.368036367,0.138503292,metro luzon,0,2.304347826,0
Typhoon,Rammasun,PH175208000,7,159,166,46.75,0.617487718,0.027184994,0.644672712,0.181556923,0.63504964,25749.5,54.44892288,87.65230783,271.5,328.053763,8.702157668,265.06947,58.9294745,44.31269873,11.84318355,,103014,496.5686,207.4513,0.2049,0.751819474,0.674777141,0.106506923,metro luzon,0,2.304347826,0
Typhoon,Rammasun,PH175211000,13,42,55,23.5,0.458941157,0.142053215,0.600994373,0.256788505,0.782795941,9151.499992,65.9028294,67.57316071,249.12,356.3835262,15.68028503,383.2901107,41.16488162,76.77027696,8.732516509,,36608,74.5745,490.8911,0.11,0.803015682,0.650144718,0.039938808,metro luzon,0,2.304347826,0
Typhoon,Rammasun,PH175213000,3,43,46,13.75,0.960679178,0.067024129,1.027703307,0.307193923,0.544211486,4475.999998,60.47373694,75.74902182,246.8,354.8135349,13.4085267,576.8115183,37.01746929,65.80126436,8.253104746,,17901,179.826,99.5463,0.1482,0.678880911,0.563258232,0.123715371,metro luzon,0,2.304347826,0
Typhoon,Rammasun,PH175903000,1,1,2,1.25,0.018297425,0.018297425,0.036594849,0.022871781,1,5465.250041,50,126.4316992,192,187.7150733,14.89035769,233.4184704,43.5092993,74.64245511,9.324417385,,21861,150.6262,145.1345,0.3813,0.620076752,0.484346597,0.141301862,central,0,2.034482759,0
Typhoon,Rammasun,PH175904000,2,23,25,7.75,0.895377129,0.077858881,0.97323601,0.301703163,0.568677792,2568.749999,50,127.67498,219,239.5416215,12.3452493,151.1230499,29.4821518,59.18174412,6.619602607,,10273,44.5549,230.5709,0.3546,0.6046107,0.485863419,0.10919708,central,0,2.034482759,0
Typhoon,Rammasun,PH175907000,1,1,2,1.25,0.017967838,0.017967838,0.035935675,0.022459797,1,5565.500022,40,166.0334628,146.8,258.5131358,6.666934837,72.51624475,22.79061637,34.96493832,4.939430422,,22259,95.4253,233.2609,0.2763,0.75163155,0.582136864,0.122630491,central,0,2.034482759,0
Typhoon,Rammasun,PH175908000,3,144,147,39,4.07297412,0.084853627,4.157827747,1.103097157,0.213849628,3535.5,50,125.3567655,192.8,197.4188768,13.29310137,190.0379172,52.64536125,67.12202978,10.48036136,,14136,93.1381,151.7745,0.3754,0.601108937,0.44357469,0.125583369,central,0,2.034482759,0
Typhoon,Rammasun,PH175909000,1,1,2,1.25,0.008816982,0.008816982,0.017633963,0.011021227,1,11341.75001,40,151.7858672,195.6,252.051977,8.526942421,119.9320169,30.25252751,42.81752478,6.691881486,,45363,159.9736,283.566,0.1535,0.858623112,0.575605901,0.078250711,central,0,2.034482759,0
Typhoon,Rammasun,PH175911000,4,17,21,8.25,0.300911585,0.070802726,0.371714311,0.146030622,0.823117219,5649.5,46.33368455,132.2208461,204.8,236.9936332,15.11078474,234.8380696,40.67139912,75.05179574,8.590927498,,22584,119.8085,188.4997,0.3337,0.671357931,0.599657665,0.113063103,central,0,2.034482759,0
Typhoon,Rammasun,PH175915000,2,6,8,3.5,0.149086843,0.049695614,0.198782457,0.086967325,0.913504163,4024.500009,40,176.4361926,132.48,262.259425,6.944871634,47.92911167,20.70422924,37.03519931,4.839986923,,16103,66.2071,243.2217,0.3699,0.434841506,0.471687889,0.134861474,central,0,2.034482759,0
Typhoon,Rammasun,PH175916000,1,3,4,1.75,0.172314762,0.057438254,0.229753016,0.100516944,0.902008819,1740.999996,40,161.7339988,172.8,261.1980609,6.712919178,62.03239062,21.76640755,34.94227644,4.820264853,,6960,40.613,171.3739,0.3067,0.655777374,0.433151845,0.144600804,central,0,2.034482759,0
Typhoon,Rammasun,PH175917000,1,12,13,4,0.564174894,0.047014575,0.611189469,0.188058298,0.669371806,2126.999999,40.00041,148.7591571,165,245.0480922,14.73243108,253.981151,32.25755697,71.80799147,7.317449165,,8515,58.6719,145.1289,0.2674,0.593617021,0.475,0.105430183,central,0,2.034482759,0
Typhoon,Sarika,PH012801000,1,30,31,8.5,6.696428571,0.223214286,6.919642857,1.897321429,0.158932715,448,40,258.4171005,140.4,295.4861271,16.82703785,558.7500188,39.76237568,84.40795343,8.536798149,,1808,127.0823,14.227,0.1791,0.97323601,0.610705596,0.155691964,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012802000,2,1,3,2.25,0.012416576,0.024833152,0.037249728,0.027937296,1.012264296,8053.750084,40,230.0704176,158.4,285.2045361,2.127614251,23.79743202,12.14330858,12.05174624,2.49154601,,32496,63.011,515.7043,0.1141,0.994298302,0.91136452,0.102778209,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012804000,1,8,9,3,0.218102508,0.027262814,0.245365322,0.081788441,0.843330349,3667.999996,40,257.6224704,140.64,303.9751435,11.93800868,220.4654922,41.11406872,59.74079591,8.831068209,,14802,131.2743,112.7567,0.1197,0.961233729,0.890209394,0.093852236,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012805000,1,3,4,1.75,0.021738737,0.007246246,0.028984982,0.01268093,0.985815854,13800.25007,40,204.7420977,176.4,262.7613946,5.234450425,91.41103906,23.80632038,27.48998066,5.180506636,,55635,180.1741,308.7803,0.11,0.977486233,0.866699061,0.095922175,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012806000,1,19,20,5.75,0.777334561,0.040912345,0.818246906,0.235245985,0.585659205,2444.25,40,253.8073222,145.6,306.1331238,4.79404988,168.2098345,17.8783981,24.79368848,3.935199247,,9777,156.2251,62.5827,0.1378,0.897959184,0.807823129,0.130203539,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012809000,1,1,2,1.25,0.010372906,0.010372906,0.020745812,0.012966132,1,9640.499972,40,212.6643702,179.52,261.4539887,2.258665102,55.60992308,18.49392232,11.73471145,4.014864712,,38562,123.6676,311.8179,0.1452,0.973433405,0.885513462,0.136792698,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012811000,1,1,2,1.25,0.020578249,0.020578249,0.041156498,0.025722811,1,4859.499951,40,199.1863813,184.2,252.6643537,3.64098758,105.5413809,20.91135161,18.76872109,4.571892195,,19438,103.946,186.9995,0.1576,0.945261253,0.832390862,0.153719519,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012812000,1,10,11,3.5,0.035995501,0.00359955,0.039595051,0.012598425,0.968729642,27781.24973,40,221.393887,162.6,279.1485427,1.823347573,17.7885362,10.57800065,10.36586643,2.235979605,,111125,125.3665,886.387,0.0963,0.98695596,0.927332214,0.050150731,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012813000,4,6,10,5.5,0.135005907,0.090003938,0.225009844,0.123755414,0.960350895,4444.250004,40,206.4312429,182.4,257.0584262,3.750182273,88.24527708,25.09087476,18.93725165,5.418180824,,17777,90.6029,196.2077,0.155,0.960704261,0.87445777,0.159925747,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012815000,5,106,111,31.5,1.783761043,0.084139672,1.867900715,0.530079933,0.389451413,5942.500001,40,268.5331257,126,308.636782,14.17014674,258.5435046,52.19052762,71.41821672,10.74516878,,23770,220.6961,107.7043,0.1578,0.802100608,0.790860512,0.102187632,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012817000,1,8,9,3,0.11042098,0.013802622,0.124223602,0.041407867,0.912989434,7245.000028,40,241.9087464,159,295.0728786,6.15634358,193.9217104,25.49462402,30.67021958,5.540012438,,28980,201.3574,143.9251,0.1275,0.936655799,0.851731098,0.128329883,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012818000,1,7,8,2.75,0.130250733,0.018607248,0.14885798,0.051169931,0.901222373,5374.250007,40,224.5780045,173.6,271.2846056,7.077357736,172.303911,33.211905,35.94100182,7.158092277,,21497,141.0848,152.3696,0.1397,0.967735306,0.86621455,0.193189747,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012821000,5,10,15,7.5,0.158654609,0.079327304,0.237981913,0.118990957,0.931534986,6303.00001,40,216.8842661,171.6,270.2247124,4.731913837,57.46491871,25.26952204,23.7575756,5.516498441,,25212,64.8693,388.6582,0.1228,0.989810511,0.900250268,0.103760114,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012822000,1,26,27,7.5,0.43115957,0.01658306,0.447742631,0.124372953,0.710321254,6030.249999,40,217.2343287,184.2,261.5457304,4.631416541,118.8286717,32.81573429,23.41469146,6.887338834,,24121,103.1912,233.75,0.1333,0.977609108,0.898481973,0.178475188,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012823000,1,3,4,1.75,0.037243948,0.012414649,0.049658597,0.021725636,0.976062238,8055.000023,40,241.2973068,162.3272727,285.8653335,14.61855291,394.5619052,42.11111624,72.59247011,9.109263553,,32220,606.1791,53.1532,0.1343,0.990111892,0.909966172,0.176877716,north luzon,0,3.262295082,0
Typhoon,Sarika,PH012909000,1,10,11,3.5,0.372162263,0.037216226,0.409378489,0.130256792,0.755899105,2687,59.27138889,111.9695851,255,184.5677424,8.519718235,146.2206241,32.82140738,43.76840528,7.058032607,,10748,38.8937,276.3451,0.1866,0.989191526,0.732382188,0.103181987,north luzon,0,2.068965517,0
Typhoon,Sarika,PH012919000,1,3,4,1.75,0.154102992,0.051367664,0.205470656,0.089893412,0.91098253,1946.750002,50,155.0540295,177.6,230.4205892,0.670945784,13.09631728,2.125829022,4.503851174,0.432700453,,7787,13.3593,582.9002,0.1608,0.975250442,0.930465527,0.071529472,north luzon,0,2.068965517,0
Typhoon,Sarika,PH012920000,1,11,12,3.75,0.166597251,0.015145205,0.181742456,0.056794517,0.870176236,6602.749993,41.78810981,169.2365746,189,237.334598,7.061519336,138.2507005,40.75028285,35.47247902,8.377114101,,26411,77.9639,338.7634,0.1612,0.97057389,0.828158023,0.109575556,north luzon,0,2.068965517,0
Typhoon,Sarika,PH012921000,20,66,86,36.5,2.069289857,0.627057533,2.69634739,1.144379997,0.53010879,3189.5,50,153.2209034,180,231.938435,0.611354916,5.660952381,2.202709159,4.156480055,0.427377305,,12758,15.0152,849.6555,0.1382,0.976095618,0.921405288,0.066703245,north luzon,0,2.068965517,0
Typhoon,Sarika,PH012926000,1,5,6,2.25,0.065960885,0.013192177,0.079153062,0.029682398,0.950496581,7580.250022,50,130.6511776,231.6,201.7526892,4.076380178,36.4547064,25.11302046,21.24013935,5.336381384,,30321,64.3544,471.1563,0.1506,0.977286402,0.85454272,0.104745886,north luzon,0,2.068965517,0
Typhoon,Sarika,PH013314000,1,2,3,1.5,0.006567497,0.003283749,0.009851246,0.004925623,0.996737677,30453.00056,80.82673526,45.6769065,164.4,152.4191805,7.821418481,104.1886028,28.93541692,39.13829518,6.467669654,,121812,112.6058,1081.7616,0.0876,0.994948409,0.835053024,0.039493607,north luzon,0,3.210526316,0
Typhoon,Sarika,PH013317000,1,9,10,3.25,0.092090453,0.010232273,0.102322726,0.033254886,0.925044505,9772.999988,107.5525301,10.94655093,189,131.7203117,4.556609949,41.56059053,23.14873002,23.3763932,5.152541105,,39092,46.7206,836.7286,0.1136,0.975597732,0.744515652,0.145584875,north luzon,0,3.210526316,0
Typhoon,Sarika,PH021505000,15,908,923,242,5.532452893,0.091395147,5.62384804,1.47450837,0.167072793,16412.25,40,283.8626843,187.6363636,296.6719464,1.81471124,32.2082825,12.19614427,9.72811207,2.702065209,,65649,301.0126,218.0962,0.2185,0.874719711,0.702278481,0.107267437,north luzon,0,3.216216216,0
Typhoon,Sarika,PH021507000,8,872,880,226,10.16939269,0.093297181,10.26268987,2.635645354,0.097883315,8574.750004,40,263.8023378,226.8,276.4552197,1.46374492,13.96201385,7.470146432,8.678265636,1.591953594,,34299,149.1164,230.015,0.1791,0.808227769,0.688197667,0.067290592,north luzon,0,3.216216216,0
Typhoon,Sarika,PH021510000,4,7,11,5.75,0.112346026,0.064197729,0.176543755,0.092284235,0.956714641,6230.749992,40,260.2547715,304.2,267.7956633,1.174047392,9.957755776,7.713312884,7.005432998,1.659037556,,24923,103.0335,241.8906,0.1706,0.960245216,0.697009103,0.091963247,north luzon,0,3.216216216,0
